company_name,website,industry,segment,sub_segment,signal_code,signal_score,signal_date,signal_text,source_url,messaging_hook
Advanced Composites Inc,https://www.advancedcomposites.com/,Defense,Defense Tech,Hypersonics & Missiles,,3,Ongoing,Aerospace composites; award-winning structures,https://www.advancedcomposites.com/,Award-winning composite structures for aerospace
TE Connectivity,https://www.te.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.te.com/,3,Ongoing,Sensor tech for hypersonic navigation and control,Tyco Electronics spinoff
Thales,https://www.thalesgroup.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.thalesgroup.com/,3,Ongoing,Precision targeting expertise for hypersonic programs,European; Euronext Paris
BAE Systems,https://www.baesystems.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.baesystems.com/,3,Ongoing,40+ years sensor tech for hypersonic seeker design,London Stock Exchange
Rocket Lab,https://www.rocketlabusa.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.rocketlabusa.com/,4,2025,Missile defense satellite work supports hypersonic tracking,HBTSS tracking constellation
Lockheed Martin,https://www.lockheedmartin.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.lockheedmartin.com/,2,Ongoing,Context only - prime contractor for hypersonic programs,CPS; LRHW; Mako
Raytheon,https://www.rtx.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.rtx.com/,2,Ongoing,Context only - prime contractor for HACM scramjet,HAWC heritage
Boeing,https://www.boeing.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.boeing.com/,2,Ongoing,Context only - prime contractor,Various programs
General Dynamics,https://www.gd.com/,Defense,Defense Tech,Hypersonics & Missiles,,https://www.gd.com/,2,Ongoing,Context only - prime contractor,Mission systems
Venus Aerospace,https://www.venusaero.com/,Defense,Defense Tech,Hypersonics & Missiles,FUNDING_LADDER,7,Jan 2025,$70M+ total funding; America's Frontier Fund backed; Mach 6 RDRE engine demo; flight program accelerating,https://www.venusaero.com/americas-frontier-fund-backs-venus-aerospace/,Your RDRE engine breakthroughs position you as the rotating detonation leader
Hypersonix Launch Systems,https://hypersonix.com.au/,Defense,Defense Tech,Hypersonics & Missiles,FUNDING_LADDER,7,Oct 2025,$46M US DoD funding; hydrogen-fueled scramjet; Dart hypersonic demonstrator flight testing,https://www.aerospacetestinginternational.com/news/hypersonix-wins-46-million-for-hydrogen-fueled-hypersonic-testing.html,Your $46M DoD contract validates hydrogen scramjet technology for US production
Hermeus,https://www.hermeus.com/,Defense,Defense Tech,Hypersonics & Missiles,FUNDING_LADDER,7,2025,$150M+ total funding; Chimera engine tests; autonomous Quarterhorse flight success; USAF partnerships,https://pitchbook.com/profiles/company/267414-22,Your Chimera TBCC engine and USAF contracts position you for hypersonic production scale-up
First Solar,firstsolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,10,2025,$1.1B Alabama factory opened 2024 (3.5 GW); Louisiana $1.1B plant Q3 2025 (3.5 GW); Ohio 3 plants; 14.5 GW US capacity; new 3.7 GW plant 2026,https://www.pv-tech.org/first-solar-to-open-new-3-7gw-us-manufacturing-plant-in-2026/,14.5 GW US capacity; $4B+ investment; new plants opening
Hanwha Qcells,us.qcells.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,10,2025,$2.5B Cartersville GA fully integrated (3.3 GW); 8.4 GW total GA capacity; only NA company with full supply chain 2025,https://us.qcells.com/blog/qcells-invests-2-5-billion-in-building-complete-solar-supply-chain-in-u-s/,$2.5B GA investment; only full US supply chain
Trina Solar (T1 Energy),trinasolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2024-2025,$200M 5 GW Texas module plant opened; expansion in 2025; rebranded T1 Energy for US ops,https://www.sunhub.com/blog/top-5-american-solar-panel-manufacturers-in-2025/,5 GW Texas module factory
JinkoSolar,jinkosolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2024,Jacksonville FL 2 GW module factory; $67M investment; 600 jobs; operational 2024,https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,2 GW Florida factory operational
LONGi Green Energy,longi.com,Energy,Clean Energy,Solar Manufacturing,OEM_PARTNER,6,2025,Ohio module factory partnership announced Mar 2024; operations Q1 2025,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,Ohio factory partnership
Canadian Solar,canadiansolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,3 US facilities: modules + cells + e-STORAGE; $3.2B backlog; 81 GWh storage pipeline; Texas expansion,https://investors.canadiansolar.com/news-releases/news-release-details/canadian-solar-reports-fourth-quarter-and-full-year-2024-results,$3.2B backlog; modules + cells + storage US manufacturing
JA Solar,jasolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,5,2024,Phoenix AZ 2 GW module factory announced; targeting US domestic content,https://unicorn-sd.com/jinkosolar-trina-solar-ja-solar-longi-and-csi-solar-considered-the-worlds-top-five-module-manufacturers-have-established-or-plan-to-construct-manufacturing-facilities-in-the-us/,Phoenix AZ factory planned
Illuminate USA (LONGi),illuminateusa.solar,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2024,"$600M investment; 5 GW Ohio factory; 1,000 workers; full capacity end 2024",https://finance.yahoo.com/news/factbox-chinese-owned-solar-factories-100904217.html,$600M Ohio factory; LONGi JV
Silfab Solar,silfabsolar.com,Energy,Clean Energy,Solar Manufacturing,,6,2024,Burlington WA + Fort Mill SC facilities; 1.3 GW combined capacity; North American focused,https://silfabsolar.com/our-story/,WA + SC manufacturing; North American made
Heliene,heliene.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,6,2024,Minnesota facility operational; Canadian + US manufacturing; Iron Range expansion,https://www.solarpowerworldonline.com/2023/10/3sun-expects-its-american-made-solar-cells-to-enter-market-in-2025/,Minnesota + Ontario manufacturing
Meyer Burger,meyerburger.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,6,2024,Arizona module plant operational; Colorado cell plant announced Q4 2024 start; 2 GW HJT cell capacity,https://www.meyerburger.com/en/newsroom/artikel/meyer-burger-announces-solar-cell-production-facility-in-colorado-usa,Arizona + Colorado US manufacturing
Enel 3Sun,3sun.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2024,€560M Sicily 3 GW gigafactory (Europe's largest); US 3 GW plant announced; HJT technology,https://www.eib.org/en/press/all/2024-020-europe-s-biggest-solar-gigafactory-3sun-secures-eur560-million-financing-from-eib-and-pool-of-italian-banks-led-by-unicredit-and-backed-by-sace,€560M Sicily gigafactory; US plant coming
Suniva,suniva.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2024,Georgia cell factory restarted Nov 2024 (1 GW); scaling to 2.5 GW; first US cell production restart,https://www.reuters.com/business/energy/solar-manufacturer-suniva-resumes-production-american-made-cells-2024-11-08/,US cell manufacturing restarted
Boviet Solar,bovietsolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,3 GW North Carolina module + cell facility expansion Sept 2025; fully integrated US manufacturing,https://www.solarpowerworldonline.com/2025/09/boviet-solar-adds-another-gigawatt-of-capacity-at-nc-solar-panel-manufacturing-facility/,3 GW NC integrated cell + module facility
Convalt Energy,convalt.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2025,1.4 GW NY/Maine module factory Q4 2025; components facility 2025; HJT technology,https://convalt.com/Manufacturing,1.4 GW HJT factory coming Q4 2025
Mission Solar,missionsolar.com,Energy,Clean Energy,Solar Manufacturing,,5,2024,Texas module manufacturing; domestic content focus; utility + commercial,https://www.greenlancer.com/post/us-manufactured-solar-panels,Texas-based US manufacturer
Maxeon Solar,maxeon.com,Energy,Clean Energy,Solar Manufacturing,,5,2024,Premium IBC technology; US cell manufacturing plans; SunPower spinoff,https://www.maxeon.com/,Premium IBC cell technology
REC Group,recgroup.com,Energy,Clean Energy,Solar Manufacturing,,5,2024,Reliance-owned; premium HJT panels; considering US manufacturing,https://www.recgroup.com/,Premium HJT technology; Reliance backed
ES Foundry,esfoundry.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,1 GW South Carolina cell factory opened Jan 2025; second US cell manufacturer; domestic content,https://solartechonline.com/blog/us-solar-manufacturing-guide/,Second US cell manufacturer; SC factory
Enphase Energy,enphase.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,9,2025,US microinverter manufacturing; IQ9 with GaN launching 2025; batteries + EV chargers; domestic content,https://www.solarpowerworldonline.com/2024/09/inverter-manufacturers-highlight-higher-domestic-content-at-re-2024/,US microinverter leader; IQ9 GaN launch 2025
SolarEdge Technologies,solaredge.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,Texas inverters + Florida optimizers + Utah batteries; 8M optimizers/quarter capacity; domestic content,https://investors.solaredge.com/news-releases/news-release-details/solaredge-marks-milestones-us-manufacturing-strategy-achieving,TX + FL + UT US manufacturing; 45X credits
Nextracker,nextracker.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,9,2024,28.5 GW shipped 2024; 100 GW cumulative milestone; US manufacturing; 35 GW annual capacity across 6 plants,https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,#1 tracker globally; 100 GW shipped
Array Technologies,arraytechinc.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,8,2025,100% domestic content trackers H1 2025; Albuquerque NM factory construction; #3 global tracker,https://www.pv-tech.org/array-on-course-to-deliver-100-domestic-content-pv-tracker-in-h1-2025/,100% US domestic content 2025; NM factory
GameChange Solar,gamechangesolar.com,Energy,Clean Energy,Solar Manufacturing,INVESTMENT_PLAN_ANNOUNCED,7,2024,13.7 GW shipped 2024; US manufacturing; Genius Tracker; aggressive growth,https://www.globenewswire.com/news-release/2025/11/04/3180573/0/en/Solar-Tracker-Market-to-Reach-US-32-43-Billion-by-2033-Astute-Analytica.html,13.7 GW shipped; US tracker leader
Unirac,unirac.com,Energy,Clean Energy,Solar Manufacturing,,6,2024,New Mexico manufacturing; domestic content racking; residential + commercial focus,https://unirac.com/,NM-based US racking manufacturer
IronRidge,ironridge.com,Energy,Clean Energy,Solar Manufacturing,,6,2024,100% US-produced components available; XR rails + BX ballasted systems; domestic content compliant,https://www.ironridge.com/made-in-usa-domestic-content-2024-41/,100% domestic content racking available
OMCO Solar,omcoracking.com,Energy,Clean Energy,Solar Manufacturing,,6,2024,Arizona manufacturing; Origin tracker system; utility-scale focus,https://solarbuildermag.com/news/tracking-trackers-product-upgrades-and-strategic-moves-from-top-u-s-solar-manufacturers/,Arizona US manufacturing; utility focus
Plug Power,plugpower.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,8,2025,95+ MW electrolyzer capacity delivered; 100MW Galp Portugal project; Georgia + Tennessee production facilities,https://www.plugpower.com/plug-power-2025-a-year-of-momentum-milestones-and-meaningful-progress/,US electrolyzer leader; GA + TN manufacturing
Nel ASA,nelhydrogen.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,M&A,8,2025,Acquired Green Hydrogen Systems assets Jun 2025; alkaline + PEM technology; scaling production,https://www.marketsandmarkets.com/ResearchInsight/electrolyzers-market.asp,GHS acquisition; dual technology leader
Thyssenkrupp Nucera,thyssenkrupp-nucera.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,9,2025,3+ GW electrolyzer capacity supplying; 110 NEOM modules completed; 2 GW Air Products Saudi order,https://za.investing.com/news/company-news/thyssenkrupp-nucera-q4-2025-slides-delivers-on-targets-amid-green-hydrogen-headwinds-93CH-4032579,NEOM 110 modules completed; 3+ GW delivered
ITM Power,itm-power.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,8,2025,98% FAT first-time-pass rate Jan 2025 (up from 50%); record orders 2025; UK PEM leader,https://enkiai.com/ai-market-intelligence/itm-powers-2025-surge-record-green-hydrogen-orders,Record orders; 98% quality rate
Bloom Energy,bloomenergy.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,OEM_PARTNER,9,2025,TIME Best Invention 2025; 60% electrical efficiency; SK Eternix Korea partnership; data center focus,https://fuelcellsworks.com/2025/10/28/fuel-cells/bloom-energy-s-fuel-cell-platform-named-one-of-time-s-best-inventions-of-2025,TIME Best Invention; data center power
Air Products,airproducts.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,9,2025,Louisiana Clean Energy Complex $7B decision 2025; 1700 tpd blue hydrogen; NEOM green H2 ongoing,https://www.gasworld.com/story/air-products-sees-potential-path-forward-for-paused-louisiana-blue-hydrogen-project/2168127.article/,$7B Louisiana project decision 2025
Linde,linde.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,8,2025,35 MW Niagara Falls green H2 facility with Cummins electrolyzer; hydropower-fed liquid H2,https://www.airswift.com/blog/green-hydrogen-projects-usa,Niagara Falls green H2; largest US project
Cummins Accelera,accelerazero.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,8,2025,Fridley MN 89K sqft electrolyzer facility; 35 MW system to Linde; largest US-made electrolyzer; 100+ jobs,https://www.cummins.com/news/releases/2025/09/03/accelera-cummins-delivers-its-largest-electrolyzer-system-hydrogen,Minnesota US electrolyzer manufacturing
Electric Hydrogen,eh2.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,FUNDING_LADDER,8,2025,$220M+ raised; 1 GW/year stack production target; HIF Texas e-Fuels project supplier,https://eh2.com/,HIF Texas contract; GW-scale production
Ohmium,ohmium.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,FUNDING_LADDER,8,2024,$250M Series C from TPG; modular PEM systems; rapid production ramp,https://pubs.acs.org/doi/10.1021/cen-10115-buscon7,$250M Series C; production scaling
Verdagy,verdagy.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,7,2024,Advanced Water Electrolysis technology; IRA-driven US focus; production ramp 2024,https://www.latitudemedia.com/news/flush-with-new-funding-electrolyzer-startups-are-ready-to-ramp-up/,Advanced alkaline technology
Ballard Power,ballard.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,6,2024,Heavy-duty mobility fuel cells; transit bus + truck focus; European + China expansion,https://www.ballard.com/,Heavy-duty fuel cell leader
FuelCell Energy,fuelcellenergy.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,6,2024,MCFC power plants; solid oxide development; long-duration baseload power,https://en.wikipedia.org/wiki/Bloom_Energy_Server,Molten carbonate fuel cells
Siemens Energy,siemens-energy.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,8,2025,Silyzer PEM electrolyzers; integrated with Siemens grid solutions; large-scale projects,https://www.globenewswire.com/news-release/2025/01/06/3004749/28124/en/Electrolyzers-Industry-Research-2024-Global-Forecast-to-2030.html,Integrated energy solutions; Silyzer
John Cockerill,johncockerill.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,7,2024,Large-scale alkaline electrolyzers; Cockerill Jingli Hydrogen JV in China; European projects,https://www.marketsandmarkets.com/ResearchInsight/electrolyzers-market.asp,European alkaline leader
HydrogenPro,hydrogenpro.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,INVESTMENT_PLAN_ANNOUNCED,6,2025,Large-scale alkaline modules; electrode production expansion; industrial hydrogen,https://www.snsinsider.com/blogs/leading-hydrogen-electrolyzer-manufacturers-in-2025,Large-scale alkaline systems
Nikola,nikolamotor.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,,5,2024,Hydrogen fuel cell trucks; HYLA hydrogen station network; commercial truck focus,https://www.nikolamotor.com/,Hydrogen truck + station network
FirstElement Fuel,firstelementfuel.com,Energy,Hydrogen & Fuel Cells,Hydrogen Production,,6,2024,True Zero hydrogen station network; California focus; retail hydrogen leader,https://www.firstelementfuel.com/,California H2 station network
NuScale Power,nuscalepower.com,Energy,Clean Energy,Nuclear SMR,OEM_PARTNER,10,2025,Only NRC-certified SMR design (Jan 2023); 6 GW TVA partnership Sept 2025; ENTRA1 deployment program,https://exoswan.com/small-modular-reactor-stocks,Only NRC-certified SMR; TVA 6 GW partnership
TerraPower,terrapower.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,10,2025,Wyoming Natrium plant under construction; state permit approved Jan 2025; training center Aug 2025; DOE ARDP funding,https://www.ans.org/news/2025-01-16/article-6690/wyoming-oks-construction-of-terrapowers-natrium-plant/,Kemmerer WY plant under construction; Bill Gates backed
X-energy,x-energy.com,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,10,2025,Oak Ridge TRISO fuel facility construction Nov 2025; Dow Seadrift TX 4-unit plant; operations 2027,https://x-energy.com/media/news-releases/x-energy-begins-vertical-construction-for-first-in-the-nation-advanced-nuclear-fuel-fabrication-facility,Oak Ridge fuel facility + Dow Texas plant
Oklo,oklo.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,10,2025,12 GW Switch data center deal through 2044; Idaho plant groundbreaking Sept 2025; $2B fuel development funding,https://en.wikipedia.org/wiki/Oklo_Inc.,12 GW data center deal; Sam Altman backed
Kairos Power,kairospower.com,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,9,2025,Hermes reactor nuclear construction started May 2025 in Oak Ridge TN; first commercial reactor next decade,https://kairospower.com/external_updates/kairos-power-begins-nuclear-construction-of-hermes-demonstration-reactor/,Hermes TN reactor under construction
Radiant Industries,radiantnuclear.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,9,2025,$300M+ funding Dec 2025; DOE partnerships; portable microreactor commercialization scale-up,https://www.powermag.com/advanced-nuclear-developers-raise-new-capital-as-2025-investment-hits-record-levels-and-demonstrations-near/,$300M raise; portable reactor manufacturing
Last Energy,lastenergy.com,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,9,2025,$32B commercial agreements; UK nuclear licensing Feb 2025 (first since 1978); Wales microreactor 2026; $103M debt,https://en.wikipedia.org/wiki/Last_Energy,First UK nuclear license since 1978; 2026 deployment
Holtec International,holtecinternational.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,9,2025,$400M DOE funding Dec 2025; SMR-300 multi-site deployment; Palisades plant restart,https://world-nuclear-news.org/articles/two-smr-projects-selected-for-us-federal-funding,$400M DOE; fleet-scale model
GE Hitachi Nuclear Energy,gevernova.com/nuclear,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,9,2025,$400M DOE grant Dec 2025 for TVA deployment; BWRX-300 first US commercial SMR; £33.6M UK grant,https://www.gevernova.com/news/press-releases/us-department-energy-announces-400-million-funding-accelerate-deployment-nation-first-commercial-small-modular-nuclear-reactor,$400M DOE; TVA partnership; UK expansion
Westinghouse Electric,westinghousenuclear.com,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,7,2025,AP300 SMR design based on AP1000; NRC pre-application engagement; proven technology advantage,https://westinghousenuclear.com/new-plants/ap300-smr/,AP300 based on proven AP1000 design
Rolls-Royce SMR,rolls-royce-smr.com,Energy,Clean Energy,Nuclear SMR,INVESTMENT_PLAN_ANNOUNCED,7,2025,UK national champion; Great British Nuclear selected; targeting 2030s deployment,https://www.nuclearbusiness-platform.com/media/insights/top-5-smr-tech,UK flagship SMR; government backed
ARC Clean Technology,arccleantech.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,7,2025,Series B closed Dec 2025 for ARC-100 commercialization; Canadian CNSC licensing; New Brunswick site,https://www.powermag.com/advanced-nuclear-developers-raise-new-capital-as-2025-investment-hits-record-levels-and-demonstrations-near/,Series B for Canadian SMR commercialization
Newcleo,newcleo.com,Energy,Clean Energy,Nuclear SMR,FUNDING_LADDER,7,2025,€1B+ funding; UK + Italy focus; MOX fuel recycling; targeting European market,https://www.ipo.club/blog/smr-report-june-2025,European lead-cooled reactor; €1B+ raised
BWX Technologies,bwxt.com,Energy,Clean Energy,Nuclear SMR,CONTRACT_WIN,8,2025,US Navy nuclear propulsion monopoly; TRISO fuel production; DOE contracts; advanced reactor components,https://www.bwxt.com/,Navy nuclear + advanced reactor components
Centrus Energy,centrusenergy.com,Energy,Clean Energy,Nuclear SMR,CONTRACT_WIN,8,2024-2025,First US HALEU production Oct 2023; DOE contract expansion; critical for advanced reactors,https://www.centrusenergy.com/,Only US HALEU producer; essential for SMRs
Ultra Safe Nuclear,usnc.com,Energy,Clean Energy,Nuclear SMR,CONTRACT_WIN,6,2024-2025,FCM fuel technology; micro modular reactor; DOD Project Pele partnership,https://www.usnc.com/,FCM fuel + microreactor development
Nuward (EDF),nuward.eu,Energy,Clean Energy,Nuclear SMR,,6,2025,EDF subsidiary; design simplification Jan 2025; new reactor concept by mid-2026; France first concrete 2030 target,https://www.world-nuclear-news.org/articles/edf-simplifies-nuward-smr-design,French national SMR champion; EDF backed
REGENXBIO,regenxbio.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,REGULATORY_MILESTONE,8,2026-01-11,RGX-121 PDUFA Feb 8 2026; fully in-house end-to-end capabilities; single facility,https://www.prnewswire.com/news-releases/regenxbio-highlights-key-2026-catalysts-and-announces-positive-long-term-functional-outcomes-in-lead-duchenne-gene-therapy-program-302657988.html,"One of only gene therapy companies with fully in-house manufacturing - if approved, single 2000L facility will face capacity decisions"
Ultragenyx,ultragenyx.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,8,2026-01-05,DTX401 BLA submitted Jan 2026; in-house HEK manufacturing; multiple gene therapies in pipeline,https://www.ultragenyx.com/our-research/our-gene-therapy-platform/,"Multiple gene therapy programs (DTX401, DTX301, UX701) all manufactured at single Novato facility - success = capacity crunch"
Taysha Gene Therapies,tayshagtx.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2021-07,$75M investment in Durham NC facility; single manufacturing site for entire pipeline,https://ir.tayshagtx.com/news-releases/news-release-details/taysha-gene-therapies-announces-new-cgmp-gene-therapy,"Young company built large facility early - if pipeline advances, already has capacity but single site = eventual expansion need"
Abeona Therapeutics,abeonatherapeutics.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,REGULATORY_MILESTONE,8,2025-12,ZEVASKYN approved Dec 2025; manufactured at small Cleveland facility; commercial launch underway,https://investors.abeonatherapeutics.com/press-releases/detail/316/zevaskyn-gene-therapy-now-available-at-new-qualified,FDA-approved gene therapy in tiny 6K sq ft facility - commercial success = forced expansion
Neurogene,neurogene.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2024-11,State-of-the-art in-house facility in Houston; NGN-401 for Rett syndrome advancing toward pivotal,https://www.biospace.com/press-releases/neurogene-reports-third-quarter-2024-financial-results-and-highlights-recent-updates,"Built manufacturing facility in Houston; if NGN-401 succeeds in Rett syndrome, single facility serves entire pipeline"
Sangamo Therapeutics,sangamo.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2025-12,ST-920 BLA rolling submission Dec 2025 for Fabry disease; in-house Brisbane facility + Thermo CDMO,https://investor.sangamo.com/news-releases/news-release-details/sangamo-announces-strategic-investment-manufacturing-and,Has in-house Brisbane facility but also relies on CDMO - approval success could trigger full in-house build
Replimune,replimune.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2026-02,RP1 BLA resubmitted for advanced melanoma; single in-house manufacturing facility,https://ir.replimune.com/news-releases/news-release-details/replimune-receives-complete-response-letter-fda-rp1-biologics,"Oncolytic immunotherapy with in-house facility - if approved, commercial demand vs single site capacity"
Rocket Pharmaceuticals,rocketpharma.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,REGULATORY_MILESTONE,7,2025-10,Kresladi BLA resubmitted; PDUFA Q1 2026; in-house manufacturing at NJ facility,https://ir.rocketpharma.com/news-releases/news-release-details/rocket-pharmaceuticals-announces-buildout-rd-and-manufacturing,"Multiple gene therapies in pipeline (LAD-I, Fanconi, Danon, PKD) - single facility serving all"
Capricor Therapeutics,capricor.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,6,2025-09,Deramiocel for DMD cardiomyopathy; received CRL but addressing; small in-house San Diego facility,https://www.capricor.com/investors/news-events/press-releases/detail/329/capricor-therapeutics-reports-third-quarter-2025-financial,"Passed FDA PLI inspection; if approved, small facility + DMD patient population = capacity question"
Homology Medicines,homologymedicines.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,,5,2024-08,Nuclease-free gene editing platform; early clinical stage; Bedford MA operations,https://www.homologymedicines.com/contact-us/,"Proprietary AAVHSC platform for gene editing - if programs advance, manufacturing decisions ahead"
Solid Biosciences,solidbio.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,,4,2024-01,Uses Forge Biologics and Ultragenyx for manufacturing; DMD focus,https://investors.solidbio.com/news-releases/news-release-details/solid-biosciences-and-forge-biologics-announce-viral-vector,"CDMO-dependent = lower expansion signal; but if program succeeds, could bring in-house"
Passage Bio,passagebio.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,,4,2020-12,Uses Catalent CDMO in Maryland; CNS rare disease focus,https://www.globenewswire.com/news-release/2020/12/16/2146113/0/en/Passage-Bio-Announces-Gene-Therapy-Manufacturing-Research-and-Development-Site.html,CDMO relationship - less likely to build own facility near-term
bluebird bio,bluebirdbio.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,,4,2023-09,"Lyfgenia, Zynteglo, Skysona approved; uses Lonza CDMO for manufacturing",https://www.fiercepharma.com/pharma/bluebird-taps-lonza-boost-manufacturing-capacity-its-gene-therapies-zynteglo-and-skysona,Has 3 approved gene therapies but struggles commercially; CDMO model means less expansion signal
4D Molecular Therapeutics,4dmoleculartherapeutics.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2024-01,Proprietary Therapeutic Vector Evolution platform; in-house 3K sq ft cGMP manufacturing; ophthalmology + cardiology focus,https://www.stantec.com/en/projects/united-states-projects/-/4d-molecular-therapeutics-cell-gene-therapy-facility-and-r-d-lab,Small in-house facility = capacity decisions if pipeline advances
Tenaya Therapeutics,tenayatherapeutics.com,Life Sciences,Biotech & Life Sciences,Gene Therapy,INVESTMENT_PLAN_ANNOUNCED,7,2024-11,In-house manufacturing center in Union City CA; TN-201 and TN-401 for genetic cardiomyopathies,https://www.tenayatherapeutics.com/our-science/,"Cardiac gene therapy with in-house manufacturing; if programs succeed, single facility decision"
