Company,Jobs,Capex_M,Location,County,State,Sector,Date,URL,Notes
New Horizons Baking,45,13.5,Norwalk/Toledo,Huron/Lucas,Ohio,Food/Mfg,2025-11,https://www.jobsohio.com/newsroom/ohio-success/new-horizons-when-baking-grows-bigger,Muffin line; 20K sqft cold storage
EGLO USA,89,0.15,Solon,Cuyahoga,Ohio,Distribution/FDI,2025-04,https://www.jobsohio.com/newsroom/ohio-success/eglo-usa-inc-announces-new-us-headquarters-in-solon,Austrian lighting company; new US HQ
Diversified Fall Protection,50,2.2,Westlake,Cuyahoga,Ohio,Advanced Mfg,2025-06,https://www.jobsohio.com/newsroom/ohio-success/diversified-fall-protection-expands-operations-and-names-westlake-as-its-new-headquarters,Fall protection systems; consolidation; 68 retained
Crocs,150,,Dayton,Montgomery,Ohio,Logistics,2019-11,https://www.jobsohio.com/newsroom/ohio-success/crocs-inc,550K sqft distribution center; replaced CA facility
Gabe's,250,77.5,Springfield,Clark,Ohio,Logistics,2023-06,https://www.jobsohio.com/newsroom/ohio-success/gabes,850K sqft distribution center; 800-1000 jobs planned
Amazon,2500,300,Akron/Rossford,Summit/Wood,Ohio,Logistics,2019-07,https://www.jobsohio.com/newsroom/ohio-success/amazon-com-inc,2 fulfillment centers; 700K sqft each; $5B total OH investment
NSG Group/Pilkington,,,Luckey,Wood,Ohio,Advanced Mfg/Solar,2024-03,https://www.jobsohio.com/newsroom/ohio-success/a-clear-vision-for-growth-pilkington-north-america-and-jobsohio-forge-a-bright-future-in-glass-manufacturing,Solar glass supplier to First Solar; Toledo Glass City
PureCycle Technologies,,,Ironton,Lawrence,Ohio,Advanced Mfg/Recycling,2021-02,https://www.jobsohio.com/newsroom/ohio-success/pure-cycle,Plastic recycling; P&G technology; $750K JobsOhio grant
AMG Vanadium,100,200,Zanesville,Muskingum,Ohio,Advanced Mfg/Metals,2021-01,https://www.jobsohio.com/newsroom/ohio-success/amg-vanadium,Vanadium recycling; doubles capacity; 500-600 construction
Honeywell Intelligrated,986,12.2,Mason,Warren,Ohio,Tech/Automation,2019-11,https://www.jobsohio.com/newsroom/ohio-success/honeywell-intelligrated,R&D + manufacturing; exceeded 238 job target by 750
Upstart,257,0.7,Columbus,Franklin,Ohio,Tech/Fintech,2020-01,https://www.jobsohio.com/newsroom/ohio-success/upstart,AI lending platform; R&D center; Google founders
Crown Equipment,,,New Bremen,Auglaize,Ohio,Advanced Mfg,2019-03,https://www.jobsohio.com/newsroom/ohio-success/crown-equipment,Forklift mfg expansion; 85% vertical integration
MRI Software,,,Solon,Cuyahoga,Ohio,Tech/SaaS,2018-12,https://www.jobsohio.com/newsroom/ohio-success/mri-software,Real estate software; doubling 100K sqft HQ
Oculii,30,,Beavercreek,Greene,Ohio,Tech/Autonomous,2019-12,https://www.jobsohio.com/newsroom/ohio-success/oculii,Radar for autonomous vehicles; Wright State spinout
GEALAN,27,0.7,Heath,Licking,Ohio,Distribution/FDI,2024-12,https://www.jobsohio.com/newsroom/ohio-success/gealan-establishes-us-headquarters-in-the-columbus-region,German window systems; new US HQ
Aerospace Lubricants,15,5,Columbus,Franklin,Ohio,Energy/Chemicals,2026-01-29,https://www.jobsohio.com/newsroom/news-press/aerospace-lubricants-to-expand-in-columbus-creating-15-new-jobs,Specialty greases; aerospace/defense; 37 retained
Lubrizol,,50,Wickliffe,Lake,Ohio,Energy/Chemicals,2026-01-28,https://www.jobsohio.com/newsroom/news-press/lubrizol-pledges-multi-million-dollar-investment-to-elevate-its-northeast-ohio-headquarters,HQ consolidation; 1000+ employees; 100 year anniversary
RUPES USA,53,15,Solon,Cuyahoga,Ohio,Advanced Mfg/FDI,2026-01-28,https://www.jobsohio.com/newsroom/news-press/italian-company-rupes-usa-inc-opens-operations-in-northeast-ohio,Italian company; polishing tools; new US facility
Riverain Technologies,48,,Miamisburg,Montgomery,Ohio,Healthcare/AI,2026-01-08,https://www.jobsohio.com/newsroom/news-press/riverain-technologies-expanding-to-drive-growth-and-advance-health-tech-innovation,Medical imaging AI; radiology tools; 29 retained
Supply Technologies,57,5.75,Union,Montgomery,Ohio,Logistics,2026-01-08,https://www.jobsohio.com/newsroom/news-press/supply-technologies-chooses-union-for-consolidation,375K sqft distribution center; robotic automation; 38 retained
Joby Aviation (2nd facility),,,Vandalia,Montgomery,Ohio,Aerospace/eVTOL,2026-01-07,https://www.jobsohio.com/newsroom/news-press/joby-to-expand-manufacturing-footprint-with-acquisition-of-second-ohio-facility,700K+ sqft; doubles production to 4 aircraft/month
Hims & Hers,400,200,New Albany,Franklin,Ohio,Healthcare/Digital,2025-12-17,https://www.jobsohio.com/newsroom/news-press/hims-and-hers-plans-to-expand-operations-in-the-columbus-region-with-new-facility-and-400-jobs,Digital health; pharmacy/fulfillment; doubling footprint
Revere Plastics Systems,378,111,Clyde,Sandusky,Ohio,Advanced Mfg,2025-12-15,https://www.jobsohio.com/newsroom/news-press/plastic-injecting-molding-company-investing-111m-in-nw-ohio,Injection molding; data center battery components; 268 retained
LEWCO/LogistiQ,208,24,Port Clinton/Sandusky,Ottawa/Erie,Ohio,Advanced Mfg,2025-12-15,https://www.jobsohio.com/newsroom/news-press/lewco-and-logistiq-announce-plans-to-create-more-than-200-jobs-in-port-clinton-and-sandusky,Conveyors/industrial ovens; e-commerce/parcel logistics
Salvagnini America,28,6,Hamilton,Butler,Ohio,Advanced Mfg/FDI,2025-12-15,https://www.jobsohio.com/newsroom/news-press/salvagnini-america-expands-north-american-hub-in-southwest-ohio,Italian company; sheet metal automation; 118 retained
La Linea Verde,77,10,North Baltimore,Wood,Ohio,Food/Agri/FDI,2025-12-15,https://www.jobsohio.com/newsroom/news-press/italian-agri-food-group-to-build-facility-in-nw-ohio,Italian agri-food; pre-packaged salads; first US facility
Poly6 Technologies,164,20.5,Eastlake,Lake,Ohio,Advanced Mfg/Aerospace,2025-12-15,https://www.jobsohio.com/newsroom/news-press/poly6-technologies-selects-northeast-ohio-for-new-operation,Ceramic additive mfg; turbine engine airfoils
SencorpWhite,230,16,Hamilton,Butler,Ohio,Advanced Mfg,2025-12-15,https://www.jobsohio.com/newsroom/news-press/sencorpwhite-selects-southwest-ohio-for-us-headquarters,Automated storage solutions; new US HQ from New England
Imasen Bucyrus Technology,170,15.3,Bucyrus,Crawford,Ohio,Automotive/FDI,2025-12-15,https://www.jobsohio.com/newsroom/news-press/imasen-bucyrus-technology-expands-in-nw-ohio,Japanese; EV seat mechanisms; Honda/Subaru; 228 retained
Ohio Lumex,30,9,Solon,Cuyahoga,Ohio,Energy/Tech,2025-12-15,https://www.jobsohio.com/newsroom/news-press/ohio-lumex-co-inc-increases-its-footprint-in-northeast-ohio,Gas/emissions measurement; energy infrastructure; 57 retained
Wieland Chase,43,28,Montpelier,Williams,Ohio,Advanced Mfg/FDI,2025-12-15,https://www.jobsohio.com/newsroom/news-press/leading-nw-ohio-manufacturer-announces-major-investment-expansion,German; brass/ordnance wire; ammunition; 277 retained
Vultr,20,901,Springfield,Clark,Ohio,Data Center/AI,2025-12-01,https://www.jobsohio.com/newsroom/news-press/vultr-announces-1-billion-data-center-investment-in-springfield,$1B data center; GPU capacity; AI infrastructure
Westrafo America,230,15,Trotwood,Montgomery,Ohio,Grid/Transformers/FDI,2025-11-18,https://www.jobsohio.com/newsroom/news-press/italian-energy-industry-leader-westrafo-opens-its-new-manufacturing-facility-in-the-united-states,Italian; power transformers; 233K sqft; 12 GW capacity by 2027
Vallourec,40,39,Youngstown,Mahoning,Ohio,Energy/Mfg/FDI,2025-11-10,https://www.jobsohio.com/newsroom/news-press/vallourec-announces-expansion-of-youngstown-manufacturing-operations,French; seamless pipe; premium threading; $1.5B invested in OH over 15 years
Joby Aviation (propeller blades),,,Dayton,Montgomery,Ohio,Aerospace/eVTOL,2025-10-31,https://www.jobsohio.com/newsroom/news-press/joby-adds-to-the-history-of-propeller-blade-manufacturing-in-dayton-ohio,Propeller blade manufacturing; supports 500 aircraft/year
LayerZero Power Systems,535,14,Streetsboro,Portage,Ohio,Grid/Data Center,2025-10-28,https://www.jobsohio.com/newsroom/news-press/layerzero-power-systems-inc-expands-its-operations-in-northeast-ohio,Data center power equipment; 120K sqft expansion; 278 retained
Whirlpool,448,300,Clyde/Marion,Sandusky/Marion,Ohio,Advanced Mfg,2025-10-15,https://www.jobsohio.com/newsroom/news-press/whirlpool-expands-us-manufacturing-presence-with-300-million-investment-in-ohio-operations,Next-gen washers/dryers; up to 600 jobs
Axium Packaging,70,45,Jersey Township,Licking,Ohio,Advanced Mfg/FDI,2025-10-13,https://www.jobsohio.com/newsroom/news-press/axium-packaging-to-invest-45-million-create-70-new-jobs-to-scale-manufacturing-operations,Canadian; plastic packaging; personal care industry
Becker Mining,40,4.25,Mount Vernon,Knox,Ohio,Advanced Mfg/FDI,2025-10-13,https://www.jobsohio.com/newsroom/news-press/becker-mining-to-launch-new-manufacturing-operation-in-mt-vernon,German; mining systems; reshoring from Poland; new NA HQ
ATSG/AMES,48,0.25,Wilmington,Clinton,Ohio,Aerospace,2025-10-27,https://www.jobsohio.com/newsroom/news-press/air-transport-services-group-announces-maintenance-and-engineering-expansion-in-wilmington,Aviation maintenance; cargo aircraft; 653 retained
PRC-Saltillo,60,1.8,Wooster,Wayne,Ohio,Tech/Healthcare,2025-10-27,https://www.jobsohio.com/newsroom/news-press/prc-saltillo-expands-its-operations-in-northeast-ohio,Assistive communication devices; AAC; 226 retained
EPC-Columbia,150,13.5,Fremont,Sandusky,Ohio,Advanced Mfg,2025-10-27,https://www.jobsohio.com/newsroom/news-press/plastics-company-expands-in-northwest-ohio,Injection molding; Honda/Ford/GM supplier; 300K sqft
U.S. Bridge,41,6.4,Cambridge,Guernsey,Ohio,Advanced Mfg/Infrastructure,2025-10-08,https://www.jobsohio.com/newsroom/news-press/us-bridge-expands-its-operations-in-southeast-ohio,Bridge manufacturing; 70K sqft new facility; 69 retained
Joby Aviation,,,Dayton,Montgomery,Ohio,Aerospace/eVTOL,2026-01,https://www.jobsohio.com/newsroom/news-press/joby-to-expand-manufacturing-footprint-with-acquisition-of-second-ohio-facility,Second Ohio facility; dual-site manufacturing
Centrus/Fluor,,900,Piketon,Pike,Ohio,Nuclear/Energy,2025-12,https://www.prnewswire.com/news-releases/centrus-and-fluor-partner-to-advance-major-expansion-of-ohio-uranium-enrichment-plant-302685029.html,$900M DOE HALEU task order; uranium enrichment
Pacific Manufacturing,,,Ohio,,Ohio,Automotive/EV/FDI,2025-Q4,https://www.jobsohio.com/newsroom/news-press/pacific-manufacturing-growing-in-ohio,Japanese; EV components; hiring ramp 2026
Ohio Gratings,60,,Canton,Stark,Ohio,Advanced Mfg,2025-Q4,https://www.jobsohio.com/newsroom/news-press/ohio-gratings-inc-expands-in-stark-county,Metal bar grating manufacturer
Vaughn Industries,,,Wood County,Wood,Ohio,Electrical/Renewables,2025-Q4,https://www.jobsohio.com/newsroom/news-press/vaughn-industries-building-new-120000-square-foot-manufacturing-facility,120K sqft; electrical-mechanical contractor
Wieland Group,43,28,NW Ohio,,Ohio,Metals/FDI,2025-Q4,https://www.jobsohio.com/newsroom/news-press/leading-nw-ohio-manufacturer-announces-major-investment-expansion,German; brass alloys
Google,,9000,Tulsa,Tulsa,Oklahoma,Data Center/AI,2025-08,https://www.datacenterdynamics.com/en/news/google-gets-greenlight-for-data-center-in-tulsa-oklahoma/,Cloud and AI infrastructure expansion
Mecad USA,300,13.4,Port of Catoosa,Tulsa,Oklahoma,Advanced Mfg/FDI,2026-02,https://www.okcommerce.gov/mecad-usa-selects-oklahomas-port-of-catoosa-for-u-s-headquarters-bringing-nearly-300-jobs/,Global advanced manufacturing; US HQ; automation focus
Intel,,0,Hillsboro,Washington,Oregon,Semiconductors,2025,https://en.wikipedia.org/wiki/CHIPS_and_Science_Act,Plant upgrades; part of $8.5B CHIPS Act funding for Intel
Apple,,,Oregon,,Oregon,Technology,2026,https://www.apple.com/newsroom/2025/02/apple-will-spend-more-than-500-billion-usd-in-the-us-over-the-next-four-years/,Part of $500B US expansion; teams expanding
Eli Lilly,850,3500,Fogelsville,Lehigh,Pennsylvania,Life Sciences,2026-01,https://dced.pa.gov/newsroom/governor-shapiro-secures-historic-3-5-billion-investment-from-lilly-to-build-new-state-of-the-art-pharmaceutical-manufacturing-facility-in-lehigh-county-creating-850-new-jobs/,Largest private-sector life sciences investment in PA history; injectable medicines/devices; 925K sq ft; $100M state incentives
Eos Energy,735,353,Pittsburgh,Allegheny,Pennsylvania,Battery/Clean Energy,2025-10,https://dced.pa.gov/newsroom/icymi-governor-shapiro-announces-352-9-million-eos-energy-investment-to-expand-pennsylvania-battery-manufacturing-and-relocate-headquarters-to-allegheny-county-creating-735-new-jobs/,HQ relocation + 432K sq ft manufacturing; $22M state investment
Mitsubishi Electric Power Products,200,86,New Galilee,Beaver,Pennsylvania,Grid/Energy/FDI,2025-03,https://dced.pa.gov/newsroom/creating-jobs-and-economic-growth-shapiro-administration-invests-in-new-mitsubishi-electric-power-products-factory-in-beaver-county-to-expand-energy-manufacturing-sector/,Japanese; new factory + testing lab; $6.7M state investment - GRID
First Quality,91,142,Mifflin County,Mifflin,Pennsylvania,Advanced Mfg,2025-11,https://dced.pa.gov/newsroom/creating-jobs-in-mifflin-county-shapiro-administration-secures-142-2-million-investment-from-first-quality-to-expand-manufacturing-operations-create-91-new-jobs/,Manufacturing expansion; 2441 jobs retained
Eurofins Lancaster Labs,250,148,Upper Leacock,Lancaster,Pennsylvania,Life Sciences/FDI,2025-12,https://dced.pa.gov/newsroom/in-lancaster-county-governor-shapiro-secures-147-5-million-investment-from-eurofins-lancaster-laboratories-to-grow-life-sciences-industry-create-250-new-jobs/,French; 300K sq ft lab/office expansion; $2.1M state investment
QuaLex Manufacturing,35,1.3,Venango County,Venango,Pennsylvania,Advanced Mfg,2025-09,https://dced.pa.gov/newsroom/creating-jobs-in-venango-county-shapiro-administration-secures-1-3-million-investment-from-qualex-manufacturing-to-expand-create-35-new-jobs/,Sheet metal fabrication; fire truck assemblies
Quonset Business Park,,,North Kingstown,Washington,Rhode Island,Various,2025-2026,https://quonset.com/release-report-shows-quonset-generates-over-2-billion-in-household-income-for-rhode-island-families-drives-7-billion-in-economic-activity-statewide/,$7B economic impact; major industrial park; ongoing growth
GE Vernova,230,200,Greenville County,Greenville,South Carolina,Power/Grid,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,Power equipment; grid infrastructure; GRID!
Isuzu North America,700,280,Greenville County,Greenville,South Carolina,Auto/FDI,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,Japan FDI; new US manufacturing base
DartPoints,25,130,Greenville County,Greenville,South Carolina,Data Center,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,Data center expansion
Safe Industries,80,50,Greenville County,Greenville,South Carolina,Industrial,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,
Vermeer Corp,100,28,Piedmont,Greenville,South Carolina,Industrial Equipment,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,135K sq ft expansion; production and training
Span-America Medical,,20,Greer,Greenville,South Carolina,Medical Devices,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,Manufacturing expansion
KADIA USA,,,Greenville County,Greenville,South Carolina,Industrial/FDI,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,German FDI; HQ relocation from Michigan
Aran USA,18,4,Greer,Greenville,South Carolina,Industrial/FDI,2025,https://upstatebusinessjournal.com/economic-development/gadc-secured-725m-in-investments-1293-new-jobs-in-2025/,16K sq ft expansion; doubling capacity
Georg Utz,,,Sumter,Sumter,South Carolina,Advanced Mfg/FDI,2026-02-11,https://www.sccommerce.com/news/georg-utz-inc-selects-sumter-county-first-south-carolina-operation,Swiss; plastic containers; first SC operation
Coastal Precast Systems,,,Laurens,Laurens,South Carolina,Advanced Mfg,2026-02-11,https://www.sccommerce.com/news/coastal-precast-systems-selects-laurens-county-first-south-carolina-operation,Precast concrete for bridges/marine
Hydrite Chemical,,,Laurens,Laurens,South Carolina,Chemicals,2026-02-10,https://www.sccommerce.com/news/hydrite-chemical-co-expands-laurens-county-operations,Chemical solutions expansion
Huwell US,,,Cherokee,Cherokee,South Carolina,Consumer Products/FDI,2026-02-03,https://www.sccommerce.com/news/huwell-us-inc-selects-cherokee-county-first-us-operation,Korean; cosmetics/hair care; first US operation
Cyclic Materials,90,82,McBee,Chesterfield,South Carolina,Advanced Mfg/Recycling,2026-01-29,https://www.sccommerce.com/news/cyclic-materials-selects-chesterfield-county-first-east-coast-operation,Canadian; rare earth element recycling; first East Coast
JGB Brothers,,,,Bamberg,South Carolina,Food,2026-01-21,https://www.sccommerce.com/news/jgb-brothers-llc-establishes-operations-bamberg-county,Food fibers manufacturer
Ironline Metals,,,,Hampton,South Carolina,Advanced Mfg,2025-12-17,https://www.sccommerce.com/news/ironline-metals-expands-hampton-county-operations,Steel framing products expansion
MCIS,49,7.4,Springfield,Orangeburg,South Carolina,Data Center,2025-12-16,https://www.sccommerce.com/news/mcis-selects-orangeburg-county-first-south-carolina-operation,Data center solutions; conveyance systems
Fenner Precision Polymers,,,,Cherokee,South Carolina,Advanced Mfg,2025-12-16,https://www.sccommerce.com/news/fenner-precision-polymers-selects-cherokee-county-new-south-carolina-operation,Reinforced polymer technology
Coastal Ready Mix,19,4.6,,Horry,South Carolina,Advanced Mfg,2025-12-11,https://www.sccommerce.com/news/coastal-ready-mix-establishing-operations-horry-county,Concrete manufacturer
Eaton,700,340,Union,Union,South Carolina,Grid/Power Mgmt,2025-Q4,https://governor.sc.gov/news/2025-02/eaton-expands-south-carolina-footprint-new-manufacturing-facility-union-county,Intelligent power management - GRID PLAY
Woodward,275,200,Spartanburg,Spartanburg,South Carolina,Aerospace/Industrial,2025-Q4,https://governor.sc.gov/news/2025-09/woodward-inc-selects-spartanburg-county-establish-new-manufacturing-site-south,Energy control solutions
Rolls-Royce,60,75,Aiken,Aiken,South Carolina,Aerospace/FDI,2025-Q4,https://www.sccommerce.com/news/rolls-royce-expands-aiken-county-manufacturing-operations,MTU engine manufacturing; UK
WiJo Pouches NA,170,13.5,Lexington,Lexington,South Carolina,Consumer/FDI,2025-Q4,https://www.sccommerce.com/tags/new-business,Norwegian; modern oral pouches; first NA facility
Cyclic Materials,,,Chesterfield,Chesterfield,South Carolina,Battery/Recycling/FDI,2025-Q4,https://www.sccommerce.com/news/cyclic-materials-selects-chesterfield-county-first-east-coast-operation,Canadian; rare earth recycling; first East Coast
(Data center pipeline),,,Various,,South Dakota,Data Center,2025-2026,https://southdakotasearchlight.com/2026/01/30/clock-is-ticking-on-data-center-incentive-proposal-as-elections-loom/,State considering data center incentives; 37 states offer them
Centrus Energy,428,560,Oak Ridge,,Tennessee,Energy/Nuclear,2026-01-23,https://tnecd.com/news/centrus-to-expand-oak-ridge-centrifuge-manufacturing-plant-to-facilitate-large-scale-deployment/,Centrifuge manufacturing; supports uranium enrichment
LIS Technologies,200,1380,,,Tennessee,Energy/Nuclear,2026-01-16,https://tnecd.com/news/lis-technologies-to-invest-more-than-1-billion-in-laser-uranium-enrichment-facility/,Laser uranium enrichment; $1.38B
Heil Trailer International,18,9.8,,McMinn,Tennessee,Advanced Mfg,2026-01-15,https://tnecd.com/news/heil-trailer-international-to-expand-manufacturing-operations-in-mcminn-county/,Trailer manufacturing expansion
ALUKO Group,285,110,,Lauderdale,Tennessee,Advanced Mfg/FDI,2025-12-17,https://tnecd.com/news/aluko-group-to-establish-second-u-s-manufacturing-facility-in-lauderdale-county/,Second US facility
Korea Zinc,740,6600,,,Tennessee,Metals/FDI,2025-12-15,https://tnecd.com/news/korea-zinc-selects-tennessee-for-first-u-s-operations-announces-6-6-billion-investment/,First US operations; Korean FDI; MASSIVE
CDF Distributors,80,26,,Sumner,Tennessee,Advanced Mfg,2025-11-20,https://tnecd.com/news/cdf-distributors-to-expand-relocating-manufacturing-headquarters-to-sumner-county/,Relocating HQ to TN
Carlex Glass America,150,55,,Davidson,Tennessee,Advanced Mfg,2025-11-19,https://tnecd.com/news/carlex-glass-america-to-expand-manufacturing-presence-in-davidson-county/,Glass manufacturing expansion
Hyosung HICO,240,150,,,Tennessee,Grid/Transformers/FDI,2025-11-12,https://tnecd.com/news/hyosung-hico-ltd-expands-u-s-manufacturing-headquarters-for-second-time-in-six-months/,Korean transformer maker; 2nd expansion in 6 months!
Anatolia Cabinet,56,10,,,Tennessee,Advanced Mfg,2025-11-06,https://tnecd.com/news/anatolia-cabinet-and-millwork-selects-tennessee-for-new-manufacturing-facility/,New manufacturing facility
Aqua Membranes,94,6.5,,Knox,Tennessee,Advanced Mfg,2025-11-06,https://tnecd.com/news/aqua-membranes-to-establish-tennessee-manufacturing-presence-in-knox-county/,Water filtration membranes; new TN presence
Biederman,48,4.4,,Hawkins,Tennessee,Advanced Mfg/FDI,2025-10-30,https://tnecd.com/news/biederman-to-establish-first-u-s-location-in-hawkins-county/,First US location
Radiant,,280,,,Tennessee,Energy/Nuclear,2025-10-13,https://tnecd.com/news/radiant-selects-tennessee-to-build-worlds-first-mass-produced-nuclear-generator-factory/,World's first mass-produced nuclear generator factory!
Nidec,200,50,,Henderson,Tennessee,Advanced Mfg/FDI,2025-10-09,https://tnecd.com/news/nidec-to-expand-manufacturing-presence-in-henderson-county/,Japanese motor manufacturer expansion
BWXT Nuclear Fuel Services,198,122,Erwin,Unicoi,Tennessee,Energy/Nuclear/Defense,2025-09,https://www.tn.gov/ecd/news/2025/9/26/bwxt-to-expand-unicoi-county-presence-with-expansion-of-nuclear-fuel-services--inc--facility.html,Nuclear fuel for naval defense; since 1950s
Hitachi Energy,100,97,Alamo,Crockett,Tennessee,Grid/FDI,2025-08,https://www.tn.gov/ecd/news/2025/8/20/hitachi-energy-to-expand-manufacturing-operations-in-crockett-county.html,Japanese; HVDC bushings; transformer components - GRID! 🔌
Microtex Composites,26,3.8,Chattanooga,Hamilton,Tennessee,Advanced Mfg/FDI,2025-01,https://www.tn.gov/ecd/news/2025/1/7/governor-lee--commissioner-mcwhorter-announce-microtex-composites--inc--to-locate-first-u-s--facility-in-hamilton-county.html,Italian; first US facility; automotive/aerospace composites
Apple,2000,,Houston,Harris,Texas,Technology/AI,2026,https://www.apple.com/newsroom/2025/02/apple-will-spend-more-than-500-billion-usd-in-the-us-over-the-next-four-years/,Server manufacturing; 250K sq ft facility; part of $500B US spend
Eli Lilly,600,6500,Harris,Harris,Texas,Life Sciences,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-new-eli-lilly-manufacturing-investment-in-harris-county,First API manufacturing facility in TX; $5.5M TEF grant
Samsung,,4730,Taylor,Williamson,Texas,Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-samsung-austin-semiconductor,2nm chips; $250M TSIF grant
Meta,100,1500,El Paso,El Paso,Texas,Data Center,2025-Q4,https://about.fb.com/news/2025/10/metas-new-ai-optimized-data-center-el-paso/,$1.5B data center complex
Scotiabank,1020,60,Dallas,Dallas,Texas,Financial Services,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-scotiabank-expansion-in-dallas,Canadian bank; regional office; $10.7M TEF
Prysmian/Encore Wire,,500,McKinney,Collin,Texas,Grid/Wire,2025-Q4,https://na.prysmian.com/resources/press-releases/prysmian-invests-500-million-dollars-to-support-growing-electrification-demand-and-us-power-grids-through-encore-wire-expansion,Italian; copper wire/cable expansion - GRID
AstraZeneca,,445,Coppell,Dallas,Texas,Life Sciences/FDI,2025-Q4,https://www.astrazeneca-us.com/media/press-releases/2025/AstraZeneca-opens-expanded-manufacturing-facility-in-Texas.html,UK pharma; doubles Lokelma production
Bridor USA,600,410,Lancaster,Dallas,Texas,Food/FDI,2025-Q4,https://www.bizjournals.com/dallas/news/2025/10/02/bridor-usa-lancaster-facility-national-expansion.html,French-Canadian; industrial bakery
GCP Paper,250,400,New Caney,Montgomery,Texas,Advanced Mfg,2025-Q4,https://tissueonlinenorthamerica.com/gcp-paper-breaks-ground-on-us400-million-tissue-manufacturing-facility-in-texas/,Tissue manufacturing
Ferrovial,,355,Milam,Milam,Texas,Energy/Solar/FDI,2025-Q4,https://www.prnewswire.com/news-releases/ferrovial-to-develop-250-mw-solar-facility-in-milam-county-texas-302538883.html,Spanish; 250MW solar; 450 GWh annually
SpaceX,400,280,Bastrop,Bastrop,Texas,Aerospace/Semiconductors,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-fund-grant-to-spacex,Semiconductor R&D; $17.3M TSIF grant
Vantage Data Centers,40,272,San Antonio,Bexar,Texas,Data Center,2025-Q4,https://www.datacenters.com/vantage-tx22-san-antonio,Hyperscale data center
NNA Polymers,50,250,Big Spring,Howard,Texas,Chemicals,2025-Q4,https://www.prnewswire.com/news-releases/nna-polymers-to-build-200-000-metric-ton-per-year-polyacrylamide-plant-in-big-spring-texas-302578464.html,Water-soluble polymers; oilfield
SPC Group,,208,Burleson,Johnson,Texas,Food/FDI,2025-Q4,https://www.koreaherald.com/article/10577658,Korean; Paris Baguette bakery
Ninth Avenue Foods,150,200,Longview,Gregg,Texas,Food,2025-Q4,https://www.ketk.com/news/local-news/longview-texas-ninth-avenue-foods/,Dairy; 3rd facility
MGC Pure Chemicals,,150,Killeen,Bell,Texas,Semiconductors/FDI,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-texas-semiconductor-innovation-grant-to-mgc-pure-chemicals-america-inc,Japanese; $5.3M TSIF grant
Applied Optoelectronics,,150,Sugar Land,Fort Bend,Texas,Tech/Data Center,2025-Q4,https://investors.ao-inc.com/news-releases/news-release-details/aoi-announces-expansion-city-sugar-land,Optical transceivers for AI
Formosa Plastics,,150,Jackson,Jackson,Texas,Chemicals/FDI,2025-Q4,https://gov.texas.gov/news/post/governor-abbott-announces-new-formosa-plastics-facility-in-jackson-county,Taiwanese; C6 feedstock
MTU Aero Engines,1200,120,Fort Worth,Tarrant,Texas,Aerospace/FDI,2025-Q4,https://www.mtu.de/newsroom/press/latest-press-releases/press-release-detail/mtu-maintenance-signs-30-year-lease-with-the-city-of-fort-worth/,German; jet engine expansion
E-Space,2000,115,Arlington,Tarrant,Texas,Aerospace/Space,2025-Q4,https://www.arlingtontx.gov/News-Articles/2025/October/City-Breaks-Ground-on-E-Space-North-American-HQ-Airport-Development,Satellite HQ and manufacturing
Linde,90,100,Brownsville,Cameron,Texas,Chemicals/FDI,2025-Q4,https://www.brownsvilletx.gov/m/newsflash/Home/Detail/2700,Irish; industrial gas; SpaceX supplier
Bionova,,100,The Woodlands,Montgomery,Texas,Life Sciences,2025-Q4,https://www.businesswire.com/news/home/20250812275213/en/Bionova-Scientific-opens-new-pDNA-facility-in-Texas-to-support-rapidly-growing-biopharma-industry,Cell manufacturing
Select Water/Mariana Minerals,50,100,Joaquin,Shelby,Texas,Energy/Lithium,2025-Q4,https://investors.selectwater.com/news-events/press-releases/detail/134/select-water-solutions-and-mariana-minerals-break-ground-on-texass-first-commercial-produced-water-lithium-extraction-facility,Lithium extraction plant
Inventec,,85,Katy,Fort Bend,Texas,Tech/FDI,2025-Q4,https://focustaiwan.tw/business/202504290013,Taiwanese; AI server manufacturing
Embraer,250,70,Fort Worth,Tarrant,Texas,Aerospace/FDI,2025-Q4,https://fortworthreport.org/2025/10/21/new-70m-aircraft-maintenance-center-manufacturing-plant-coming-to-alliance-airport/,Brazilian; MRO facility
